cluster,avg_pct
0,0.12997021497021496
1,0.1023784548784549
2,0.15405501905501903
3,0.10051578051578053
4,0.13396936396936399
5,0.11576275576275577
6,0.053359325859325867
7,0.16194435194435194
8,0.04804473304473304
